Title,Employer,Location,Date,Description,Industry,Source,Link
Seniors Navigator Assistant,Shannex,Miramichi,"Jun 15, 2024","Job Number: J0624-0712 Job Seniors Navigator Assistant Job Category: Administrative Staff (Receptionist, Concierge, Driver, Chauffeurs, etc.) Job Type: Temporary Full Time Date Posted: June 14, 2024 Closing Date: July 4, 2024 Work Location: Losier...","Social, Legal, Education, Gov't",CareerBeacon,https://www.careerbeacon.com/en/job/2079103/shannex/seniors-navigator-assistant/miramichi-nb
Services Strategic Sourcing Leader,GE Vernova,Location Unknown,"Jun 15, 2024",Job Description SummaryThe Services Strategic Sourcing Leader will manage the sourcing strategy and execution of a given number of services projects in ITO and OTR. They will be responsible to negotiate and partner with the Services buyer to issue...,Management,Levels.fyi,https://www.levels.fyi/jobs?jobId=74636257107288774
Automotive Technician,Morrison Mitsubishi,Canterbury,"Jun 15, 2024","Morrison Mitsubishi is seeking an experienced Automotive Technician, to contribute to the ongoing success of our brand-new workshop in Sockburn. You will be joining a family-owned and highly reputable company, which has been supplying cars in NZ for...","Trades, Transport, Construction",Mito,https://www.mito.org.nz/find-a-job/automotive-technician-92/
Project Manager,Morson Talent (Canada & USA),Lepreau,"Jun 15, 2024","Posted 4 days ago calendar_today Immediate Start Job Description Location: Maces Bay, NB Company: Point Lepreau Nuclear Generating Station Duration: 1 Year (Can be extended annually) Vacancies: 6 Seniority Level: Entry Level - Senior Manager...",Management,86Network,https://www.86network.com/jobs/maces-bay/ca/morson-talent-canada-usa/project-manager-brn1gg?latitude=&longitude=&index=54&location_query=Canada&query=&?latitude=&longitude=&index=54&location_query=Canada&query=
Store Manager,Bloomex Canada,Dieppe,"Jun 15, 2024","Posted 4 days ago calendar_today Immediate Start Job Description Bloomex Group of Companies: The Retail Store Manager oversees daily operations, coordinates staff, manages inventory, and ensures customer satisfaction in a floral retail environment....","Sales, Services",86Network,https://www.86network.com/jobs/dieppe/ca/bloomex-canada/store-manager-lhhyca?latitude=&longitude=&index=16&location_query=Canada&query=&?latitude=&longitude=&index=16&location_query=Canada&query=
Store Manager -ACT,Circle K,Bathurst,"Jun 15, 2024","Full-Time Permanent Position As a Store Manager, You’ll Enjoy - Medical, Vision, Dental, & Life Insurance/long term disability - Stock purchase program - Pension plan - Performance and incentive bonuses - Daytime hours and weekly schedule - Large,...","Sales, Services",Grabjobs CA,https://grabjobs.co/canada/job/full-time/retail/store-manager-act-50248798
6002534 Store A Manager,Circle K,Bathurst,"Jun 15, 2024","Eastern Canada - Region 54 - Market 405: 1395 St. Peters Av., Bathurst, New Brunswick E2A 3A7 Store Manager Full-Time Permanent Position As a Store Manager, you’ll enjoy: - Medical, Vision, Dental, & Life Insurance/long term disability - Stock...","Sales, Services",Tapwage_CA,https://tapwage.com/job/88715372-6002534-store-a-manager
6002310 Store A Manager,Circle K,Fredericton,"Jun 15, 2024","Eastern Canada - Region 54 - Market 400: 1190 Smythe St, Fredericton, New Brunswick E3B 3H5 Store Manager Full-Time Permanent Position As a Store Manager, you’ll enjoy: - Medical, Vision, Dental, & Life Insurance/long term disability - Stock...","Sales, Services",Tapwage_CA,https://tapwage.com/job/88715362-6002310-store-a-manager
Store A Manager,Circle K,Fredericton,"Jun 15, 2024","Eastern Canada - Region 54 - Market 400: 1201, Hanwell Road, Fredericton, New Brunswick E3C 1A6 Store Manager Full-Time Permanent Position As a Store Manager, you'll enjoy: - Medical, Vision, Dental, & Life Insurance/long term disability - Stock...","Sales, Services",TweetMyJobs,https://www.careerarc.com/job-listing/circle-k-jobs-store-a-manager-49583490
Computer Service Technician,Computers for Education Technology NB Ltd,Fredericton,"Jun 15, 2024",Overview Languages English Education - Secondary (high) school graduation certificate Experience Will train Internship This position is a paid internship that encourages on-the-job learning and skill development. It is aimed at any candidate who...,"Engineers, Architects, IT, Natural Science",Grabjobs CA,https://grabjobs.co/canada/job/full-time/customer-service-guest-services/computer-service-technician-50248348
Operator 2 - Sign Shop Assistant - Engineering and Public Works,City of Moncton / Ville de Moncton,Moncton,"Jun 15, 2024","VISION: A city that inspires MISSION: Working together to enhance the quality of life for all residents VALUES: Sustainability, Inclusivity, Innovation, Accountability, Excellence, Bilingualism OPERATOR 2 - SIGN SHOP ASSISTANT Engineering and Public...","Sales, Services",Grabjobs CA,https://grabjobs.co/canada/job/full-time/others/operator-2-sign-shop-assistant-engineering-and-public-works-50306318
Contract Administrator,NB Power,Fredericton,"Jun 15, 2024","Contract Administrator One (1) Regular position Fredericton, New Brunswick, Canada Competition # E21202-2024 At NB Power we are a team, committed to offering the best customer experience, ensuring energy security, and accelerating a sustainable...","Social, Legal, Education, Gov't",Grabjobs CA,https://grabjobs.co/canada/job/full-time/construction/contract-administrator-50249990
Maintenance Planner,NB Power,Location Unknown,"Jun 15, 2024","Job Posting Information Maintenance Planner Regular and Term positions Point Lepreau Nuclear Generating Station, Lepreau New Brunswick, Canada Competition #E21246-2024 At NB Power we are a team, committed to offering the best customer experience,...","Trades, Transport, Construction",Tapwage_CA,https://tapwage.com/job/88720919-maintenance-planner
Chef caissier(ère) – Dieppe,Société Canadian Tire,Dieppe,"Jun 15, 2024","Description Êtes-vous prêt à joindre les rangs du détaillant d’articles d »usage courant le plus fréquenté du pays, lequel compte plus de 500 magasins d’un océan à l’autre?Canadian Tire propose aux clients un assortiment unique de produits et de...","Sales, Services",Jobillico,https://www.jobillico.com/fr/offre-d-emploi/societe-canadian-tirehJvhTb/chef-caissier-egrave-re-amp-8211-dieppe/14022228?lshs=7f780bcf45ad93945b83119f034fcfff6812cc7f40fedaf2829b0ff22126972b&ipg=105&lijn=14022228&lijp=23625747&lirk=6&lids=0&lisp=0&liet=2
Cast Member,Cineplex Entertainment LP,Miramichi,"Jun 15, 2024",Work location: CPX Miramichi City: Miramichi What you will do: Cast Member Cineplex’s Cast Members are an integral part of the team who provide an exceptional entertainment experience to each and every guest. Cast Members have a range of...,"Sales, Services",Cineplex Entertainment LP,https://cineplex.wd3.myworkdayjobs.com/en-US/Cineplex/job/Miramichi-Canada/Cast-Member_JR-105468
SKILLED CONSTRUCTION LABOURERS,Prestige Homes,Sussex,"Jun 15, 2024","Prestige Homes, a division of The Shaw Group Limited (one of Canada's 50 Best Managed Companies) has exciting opportunities for Skilled Labourers to join our talented, driven, and fast-growing team. For over 50 years, Prestige Homes has been...","Trades, Transport, Construction",CareerBeacon,https://www.careerbeacon.com/en/job/2043859/prestige-homes/skilled-construction-labourers/sussex-nb
Clinical Engineering Technologist 1/2,Service New Brunswick,Moncton,"Jun 15, 2024","Service New Brunswick Clinical Engineering Technologist 1/2 Permanent, Full-time Moncton Open Competition Service New Brunswick is seeking an individual to join the Health Services Division in the Clinical Engineering (CE) unit as a Clinical...","Engineers, Architects, IT, Natural Science",CareerBeacon,https://www.careerbeacon.com/en/job/2079857/service-new-brunswick/clinical-engineering-technologist-1-2/moncton-nb
Crane Operator,Adecco,Saint John,"Jun 15, 2024","Adecco is currently seeking a full-time Journeyperson Crane Operator to join our esteemed client, one of Canada's largest renewable diesel refineries located in Edmonton, AB. In this role, you will be responsible for safely and efficiently operating...","Trades, Transport, Construction",Grabjobs CA,https://grabjobs.co/canada/job/full-time/admin-operations/crane-operator-50249901
Business Operations Coordinator,Potential,Fredericton,"Jun 15, 2024","You’re passionate about a sustainable future and want to build something special. You want autonomy to own your work and at the same time to work with a talented, like minded team. The pace and scope of bringing an innovative product to market...","Social, Legal, Education, Gov't",Grabjobs CA,https://grabjobs.co/canada/job/full-time/marketing-media/business-operations-coordinator-50249094
Retail Sales Associate (Part Time),Best Buy,Saint John,"Jun 15, 2024","Are you passionate about working with people and technology? We are hiring immediately for a Sales Associate, which we call an Advisor at Best Buy. As a Sales Associate, you will be the face of Best Buy for everyone who visits our stores. No...","Sales, Services",Best Buy,https://bestbuycanada.wd3.myworkdayjobs.com/en-US/bestbuyca_career/job/10661-Saint-John/Retail-Sales-Associate--Part-Time-_R-37594
Customer Service Representative (Part Time),Best Buy,Saint John,"Jun 15, 2024","Are you passionate about working with people and technology? We are hiring immediately for a Customer Service Representative (Cashier), which we call an Omni-Channel Specialist at Best Buy. As a Customer Service Representative (Cashier), you will...","Sales, Services",Best Buy,https://bestbuycanada.wd3.myworkdayjobs.com/en-US/bestbuyca_career/job/10661-Saint-John/Customer-Service-Representative--Part-Time-_R-37592
Store Clerk,Coastal Drywall Supplies Ltd,Dieppe,"Jun 15, 2024",Overview Languages English Education - Secondary (high) school graduation certificate Experience 1 year to less than 2 years Responsibilities Tasks - Operate computerized inventory record keeping and re-ordering systems - Provide advice about...,"Business, Finance, Administration",Government of Canada,https://www.jobbank.gc.ca/jobsearch/jobposting/41273804?source=searchresults
(CAN) Bakery Associate,WAL-MART,Fredericton,"Jun 15, 2024","(CAN) Bakery Associate Fredericton, Canada Retail Hourly Apply Save Job Walmart stores are at the heart of the local community As an associate, you’ll be the welcoming face our customers see each time they visit our stores. You offer that helping...","Sales, Services",WAL-MART,https://careers.walmart.ca/job/fredericton/can-bakery-associate/4853/66441593792
EQUIPMENT ASSOCIATE,"United Rentals, Inc.",Bathurst,"Jun 14, 2024","Great company. Great people. Great opportunities. If you’d like the chance to make your mark with the world’s largest equipment rental provider, come build your future with United Rentals! As an Equipment Associate at United Rentals, you will...","Sales, Services","United Rentals, Inc.",https://ur.wd1.myworkdayjobs.com/en-US/URcareers/job/Bathurst-NB-CAN/Equipment-Associate_64696
Security Analyst - VMaaS,"GoSecure, Inc.",Saint John,"Jun 14, 2024",Summary Participate in the active detection and remediation of security vulnerabilities using industry leading technologies to automate and verify security compliance for our managed customers. Bridge the gap between out clients Systems...,"Engineers, Architects, IT, Natural Science","GoSecure, Inc.",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=5d5085c5-5799-40cd-ae96-c7e0621cd1bc
Lifetouch School Photographer,Shutterfly,Bathurst,"Jun 14, 2024",Description Lifetouch School Photography captures smiling faces from kindergarten through high school graduation. Our photographers provide schools and families with high-quality images and a memorable Picture Day experience from start to finish. We...,"Arts, Cultural, Recreation, Sports",Tapwage_CA,https://tapwage.com/job/88671836-lifetouch-school-photographer
Lifetouch School Photographer,Shutterfly,Fredericton,"Jun 14, 2024",Description Lifetouch School Photography captures smiling faces from kindergarten through high school graduation. Our photographers provide schools and families with high-quality images and a memorable Picture Day experience from start to finish. We...,"Arts, Cultural, Recreation, Sports",Tapwage_CA,https://tapwage.com/job/88671849-lifetouch-school-photographer
Lifetouch School Photographer,Shutterfly,Moncton,"Jun 14, 2024",Description Lifetouch School Photography captures smiling faces from kindergarten through high school graduation. Our photographers provide schools and families with high-quality images and a memorable Picture Day experience from start to finish. We...,"Arts, Cultural, Recreation, Sports",Tapwage_CA,https://tapwage.com/job/88672031-lifetouch-school-photographer
